Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
6343123336,1664,818,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6343173576,1665,831,,,,,,,,,,0.004,2460.058,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6343210601,1631,844,,,,,,,,,,0.004,2511.340,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6343355785,48000,857,,,,,,,,,,1.049,21844.984,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6343447562,1663,870,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6343486089,1633,883,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6343521866,1664,896,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6344267116,47744,913,,,,,,,,,,1.049,21962.424,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6344377293,1664,926,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6344419885,1664,939,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6344456877,1664,952,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6344599950,48032,965,,,,,,,,,,1.049,21830.304,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6344692590,1664,978,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6344729998,1664,991,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6344768430,1632,1004,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345124687,47489,1021,,,,,,,,,,1.049,22079.865,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345248688,7040,1034,,,,,,,,,,0.066,9309.061,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345291280,1408,1047,,,,,,,,,,0.001,363.636,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345369361,14015,1060,,,,,,,,,,0.262,18704.499,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345416432,1537,1073,,,,,,,,,,0.002,1332.466,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345483825,14176,1086,,,,,,,,,,0.262,18491.900,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345530321,1440,1099,,,,,,,,,,0.001,355.555,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345571441,1376,1112,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345601361,1376,1125,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345635921,1408,1138,,,,,,,,,,0.001,363.636,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345666034,1407,1151,,,,,,,,,,0.001,363.895,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345712625,1697,1164,,,,,,,,,,0.004,2413.670,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345747762,1696,1177,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6345782546,1696,1190,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6346632117,47552,1207,,,,,,,,,,1.049,22050.505,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6346742230,1663,1220,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6346783830,1696,1233,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6346820566,1727,1246,,,,,,,,,,0.004,2371.740,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6346968470,47712,1259,,,,,,,,,,1.049,21977.104,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6347060086,1696,1272,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6347097878,1696,1285,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6347133015,1696,1298,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348020410,48256,1315,,,,,,,,,,1.049,21728.592,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348131418,1696,1328,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348181946,1696,1341,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348219419,1696,1354,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348365883,47488,1367,,,,,,,,,,1.049,22079.865,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348457755,1729,1380,,,,,,,,,,0.004,2368.995,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348496412,1696,1393,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348532188,1632,1406,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6348906301,48320,1423,,,,,,,,,,1.049,21700.280,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6349015645,1664,1436,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6349056766,1664,1449,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6349092542,1632,1462,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6349250335,47647,1475,,,,,,,,,,1.049,22006.465,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6349346303,1632,1488,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6349384447,1664,1501,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6349421599,1664,1514,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6350354274,47969,1531,,,,,,,,,,1.049,21858.615,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6350463778,1633,1544,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6350506179,1664,1557,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6350542819,1664,1570,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6350683907,47489,1583,,,,,,,,,,1.049,22079.865,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6350775364,1632,1596,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6350813316,1664,1609,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6350849412,1664,1622,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6351693479,47776,1639,,,,,,,,,,1.049,21947.744,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6351803815,1664,1652,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6351846120,1664,1665,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6351883784,1632,1678,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352030408,47808,1691,,,,,,,,,,1.049,21933.064,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352124552,1633,1704,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352170761,1664,1717,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352207241,1632,1730,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352567658,48000,1747,,,,,,,,,,1.049,21844.984,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352676971,1663,1760,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352719243,1632,1773,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352756491,1664,1786,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352897996,47744,1799,,,,,,,,,,1.049,21962.424,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6352991340,1632,1812,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6353029836,1664,1825,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6353066316,1664,1838,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6353981903,47937,1855,,,,,,,,,,1.049,21873.295,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6354097264,1664,1868,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6354140208,1696,1881,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6354186416,1664,1894,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6354330769,47872,1907,,,,,,,,,,1.049,21903.704,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6354424977,1664,1920,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6354463793,1632,1933,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6354500209,1664,1946,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6356517592,47744,1963,,,,,,,,,,1.049,21962.424,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6356627225,1632,1976,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6356670873,1728,1989,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6356707065,1696,2002,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6356851737,47745,2015,,,,,,,,,,1.049,21961.376,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6356957946,7296,2028,,,,,,,,,,0.066,8982.430,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6356999386,1408,2041,,,,,,,,,,0.001,363.636,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357070907,14239,2054,,,,,,,,,,0.262,18410.111,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357117754,1537,2067,,,,,,,,,,0.002,1332.466,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357189339,13792,2080,,,,,,,,,,0.262,19006.751,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357236699,1440,2093,,,,,,,,,,0.001,355.555,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357277947,1408,2106,,,,,,,,,,0.001,363.636,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357308603,1376,2119,,,,,,,,,,0.001,372.093,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357343323,1409,2132,,,,,,,,,,0.001,363.378,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357372987,1409,2145,,,,,,,,,,0.001,363.378,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357418524,1696,2158,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357453916,1696,2171,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6357489244,1696,2184,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6358273407,47200,2201,,,,,,,,,,1.049,22215.131,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6358383423,1696,2214,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6358425567,1696,2227,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6358462752,1696,2240,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6358607328,47840,2253,,,,,,,,,,1.049,21918.384,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6358701408,1728,2266,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6358739329,1728,2279,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6358775232,1697,2292,,,,,,,,,,0.004,2413.670,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6359041154,47936,2309,,,,,,,,,,1.049,21874.344,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6359150562,1696,2322,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6359200034,1696,2335,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6359236674,1728,2348,,,,,,,,,,0.004,2370.367,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6359382531,47776,2361,,,,,,,,,,1.049,21947.744,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6359475875,1696,2374,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6359514307,1632,2387,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6359550243,1632,2400,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6360526311,48064,2417,,,,,,,,,,1.049,21815.624,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6360635975,1664,2430,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6360677800,1663,2443,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6360714631,1664,2456,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6360856456,47520,2469,,,,,,,,,,1.049,22065.185,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6360949064,1632,2482,,,,,,,,,,0.004,2509.804,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6360987752,1633,2495,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6361023497,1631,2508,,,,,,,,,,0.004,2511.340,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6361625547,47840,2525,,,,,,,,,,1.049,21918.384,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6361735435,1664,2538,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6361778283,1664,2551,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6361814603,1633,2564,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6361959116,47488,2577,,,,,,,,,,1.049,22079.865,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6362051436,1664,2590,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6362091181,1664,2603,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6362126508,1664,2616,,,,,,,,,,0.004,2461.536,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6405452072,47968,2633,,,,,,,,,,1.049,21859.664,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6405566632,1633,2646,,,,,,,,,,0.004,2508.263,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6405610185,1663,2659,,,,,,,,,,0.004,2463.015,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6405647305,1696,2672,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6405904650,47904,2689,,,,,,,,,,1.049,21889.024,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6406013130,1696,2702,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6406053418,1696,2715,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6406088554,1696,2728,,,,,,,,,,0.004,2415.092,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
6406254379,48000,2741,,,,,,,,,,1.049,21844.984,Pageable,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Host-to-Device]
